,amount,city,marka,model,year,type,color,distance,motor_volume,horse_power,motor_type
1445,39610.0,Bakı,Toyota,Frontlander,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,196,Hibrid
1446,46900.0,Bakı,Nissan,X-Trail,2024,"Offroader / SUV, 5 qapı",Qara,0,2.5,171,Benzin
1447,16800.0,Ağsu,Hyundai,Sonata,2011,Sedan,Qara,98000,2.0,274,Benzin
1448,71400.0,Bakı,Li Auto,L6,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,408,Plug-in Hibrid
1449,13800.0,Bakı,Chevrolet,Cruze,2013,Sedan,Gümüşü,248000,1.4,141,Benzin
1450,74460.0,Bakı,BMW,X5,2017,"Offroader / SUV, 5 qapı",Qara,98900,3.0,306,Benzin
1451,17500.0,Sumqayıt,Toyota,Camry,2008,Sedan,Ağ,161771,2.4,167,Benzin
1453,19950.0,Bakı,Mercedes,Vito,2008,Furqon,Ağ,260953,2.2,109,Dizel
1454,3900.0,Sabirabad,LADA (VAZ),2107,2005,Sedan,Ağ,82348,1.6,75,Benzin
1455,36500.0,Gəncə,Haval,H6,2022,"Offroader / SUV, 5 qapı",Göy,34000,2.0,204,Benzin
1456,34900.0,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,197,Hibrid
1457,11900.0,Bakı,Toyota,Prius,2007,Liftbek,Mavi,203000,1.5,76,Hibrid
1458,14800.0,Lənkəran,Mercedes,E 220 d,2001,Sedan,Açıq yaşıl,400000,2.2,143,Dizel
1459,32800.0,Bakı,Toyota,Corolla,2025,Sedan,Ağ,0,1.8,98,Hibrid
1460,16700.0,Bakı,Volkswagen,Passat,2014,Sedan,Ağ,155000,1.8,170,Benzin
1461,13500.0,Ağcabədi,Mercedes,C 240,1998,Sedan,Gümüşü,285000,2.4,170,Benzin
1462,19900.0,Bakı,Ford,Fusion (North America),2018,Sedan,Qara,88845,1.5,184,Benzin
1463,17200.0,Bakı,BMW,X5,2004,"Offroader / SUV, 5 qapı",Yaş Asfalt,245000,3.0,231,Benzin
1464,16200.0,Bakı,Toyota,RAV4,2006,"Offroader / SUV, 5 qapı",Qara,268000,2.0,152,Benzin
1465,21900.0,Bakı,Ford,Fusion (North America),2019,Sedan,Mavi,84000,1.5,184,Benzin
1466,52360.0,Bakı,BMW,X5,2015,"Offroader / SUV, 5 qapı",Göy,153000,3.0,306,Benzin
1467,49900.0,Bakı,Kia,Sorento,2021,"Offroader / SUV, 5 qapı",Ağ,126000,2.2,199,Dizel
1469,29500.0,Bakı,LADA (VAZ),Niva,2023,"Offroader / SUV, 3 qapı",Qara,8400,1.7,80,Benzin
1471,105400.0,Bakı,BMW,X7,2020,"Offroader / SUV, 5 qapı",Göy,99900,3.0,340,Benzin
1472,155550.0,Bakı,Porsche,Panamera 4,2022,"Hetçbek, 5 qapı",Göy,24500,2.9,330,Benzin
1473,19600.0,Bakı,Mitsubishi,Mirage,2022,Sedan,Ağ,39000,1.2,78,Benzin
1474,24500.0,Bakı,Wuling,Starlight,2023,Sedan,Ağ,2500,1.5,201,Hibrid
1475,40900.0,Bakı,Haval,Jolion Pro,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,190,Hibrid
1476,14400.0,Sumqayıt,Mercedes,S 350,2003,Sedan,Ağ,266077,3.5,245,Benzin
1477,4399.0,Bakı,Dayun,DY250-8 Sport,2025,Motosiklet,Qara,0,0.0,18,Benzin
1478,17000.0,Bakı,Chevrolet,Cruze,2016,Sedan,Ağ,196000,1.4,153,Benzin
1479,42330.0,Bakı,Toyota,Camry,2019,Sedan,Qara,104500,2.5,181,Benzin
1480,12500.0,Bakı,Khazar,SD,2020,Sedan,Ağ,163000,1.7,113,Benzin
1481,60350.0,Bakı,Mercedes,E 300 de,2020,Sedan,Yaş Asfalt,117000,2.0,320,Dizel-Hibrid
1482,20900.0,Bakı,Toyota,Corolla,2013,Sedan,Ağ,207000,1.6,124,Benzin
1483,9900.0,Bakı,Mercedes,E 270,2002,Sedan,Göy,303670,2.7,170,Dizel
1485,131750.0,Bakı,BMW,X7,2023,"Offroader / SUV, 5 qapı",Qara,37000,3.0,381,Benzin
1486,13500.0,Ağsu,Hyundai,i30,2011,"Hetçbek, 5 qapı",Bej,198000,1.6,116,Dizel
1487,87550.0,Bakı,Mercedes,E 300 e 4MATIC,2022,Sedan,Ağ,37000,2.0,320,Plug-in Hibrid
1488,3500.0,Bakı,Mikilon,PENTORA 110R-EFI,2025,Kvadrosikl,Yaşıl,0,0.0,12,Benzin
1489,16666.0,Bakı,Chevrolet,Cruze,2015,Sedan,Qara,205000,1.4,140,Benzin
1490,39900.0,Bakı,Changan,Nevo Q07,2025,"Offroader / SUV, 5 qapı",Gümüşü,0,1.5,224,Plug-in Hibrid
1491,14500.0,Bakı,Mercedes,Vito,2001,Minivan,Gümüşü,372000,2.2,122,Dizel
1492,29500.0,Bakı,Changan,Uni-V,2023,Sedan,Boz,39000,1.5,188,Benzin
1493,49300.0,Bakı,Mercedes,C 200,2019,Sedan,Göy,60000,1.5,184,Benzin
1494,14900.0,Bakı,Nissan,Tiida,2011,"Hetçbek, 5 qapı",Ağ,82044,1.5,109,Benzin
1495,35360.0,Bakı,Mazda,CX-9,2017,"Offroader / SUV, 5 qapı",Ağ,165000,2.5,254,Benzin
1496,35900.0,Bakı,GAC,Empow,2024,Sedan,Yaş Asfalt,0,1.5,177,Benzin
1497,43500.0,Bakı,Kia,Sorento,2019,"Offroader / SUV, 5 qapı",Qara,150000,2.2,200,Dizel
1498,6200.0,Bakı,Tofas,Sahin,2004,Sedan,Qızılı,72102,1.6,92,Benzin
1499,2400.0,Neftçala,LADA (VAZ),2107,1983,Sedan,Qırmızı,77777,1.3,75,Benzin
1500,21800.0,Bakı,Hyundai,Santa Fe,2008,"Offroader / SUV, 5 qapı",Ağ,276800,2.0,184,Dizel
1501,15900.0,Bakı,Hyundai,Accent,2015,Sedan,Göy,105000,1.6,140,Benzin
1502,60000.0,Bakı,Mercedes,Atego 818,2012,Yük maşını,Qırmızı,345745,4.3,177,Dizel
1503,10800.0,Bakı,Opel,Astra,2007,"Hetçbek, 5 qapı",Boz,270000,1.4,90,Benzin
1504,3700.0,Şirvan,Daewoo,Nexia,2008,Sedan,Tünd qırmızı,21300,1.5,85,Benzin
1505,40000.0,Bakı,BMW,X5,2005,"Offroader / SUV, 5 qapı",Qara,171000,4.8,360,Benzin
1506,5000.0,Bakı,Iran Khodro,Samand,2014,Sedan,Ağ,123456,1.6,110,Benzin
1507,34200.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid
1508,55000.0,Bakı,Karry,X7,2024,Yük maşını,Ağ,0,0.0,116,Elektrik
1510,19900.0,Bakı,LADA (VAZ),Granta,2024,Sedan,Yaş Asfalt,0,1.6,98,Benzin
1511,34500.0,Şəmkir,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Ağ,99500,2.0,184,Dizel
1512,5000.0,Bakı,LADA (VAZ),2115,2006,Sedan,Qara,400000,1.6,81,Benzin
1513,20800.0,Bakı,Toyota,Corolla Fielder,2017,"Universal, 5 qapı",Ağ,125000,1.5,74,Hibrid
1514,11800.0,Bakı,Opel,Astra,2009,"Universal, 5 qapı",Boz,295000,1.3,90,Dizel
1515,11400.0,Bakı,Mercedes,CLK 320,1999,Kupe,Boz,517000,3.2,218,Benzin
1516,23800.0,Bakı,BYD,Destroyer 05,2025,Sedan,Ağ,0,1.5,290,Plug-in Hibrid
1518,55250.0,Şəmkir,Toyota,Land Cruiser,2013,"Offroader / SUV, 5 qapı",Ağ,95000,4.0,282,Benzin
1519,36500.0,Bakı,Genesis,G70,2018,Sedan,Göy,77249,2.0,247,Benzin
1520,14600.0,Bakı,Kia,Picanto,2013,"Hetçbek, 5 qapı",Ağ,114000,1.3,85,Benzin
1521,32200.0,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Yaş Asfalt,167000,2.0,184,Dizel
1522,14800.0,Bakı,Kia,Soul,2013,"Hetçbek, 5 qapı",Ağ,217000,1.6,123,Benzin
1523,18600.0,Bakı,Chevrolet,Cruze,2016,Sedan,Qara,241211,1.4,153,Benzin
1524,15000.0,Bakı,Chevrolet,Cruze,2015,Sedan,Qırmızı,270000,1.4,140,Benzin
1525,25500.0,Bakı,Hyundai,Sonata,2016,Sedan,Gümüşü,90000,2.0,156,Hibrid
1526,23000.0,Bakı,Mercedes,C 250,2007,Sedan,Gümüşü,81000,2.5,204,Benzin
1527,10300.0,Bakı,Mitsubishi,Pajero Sport,2005,"Offroader / SUV, 5 qapı",Qara,291000,3.0,177,Benzin
1528,14900.0,Bakı,Hyundai,Grandeur,2009,Sedan,Ağ,208000,2.7,192,Benzin
1529,24200.0,Bakı,Mercedes,Vito,2007,Minivan,Gümüşü,278546,2.2,116,Dizel
1530,33900.0,Bakı,BMW,330,2017,Sedan,Ağ,96561,2.0,252,Benzin
1531,18500.0,Bakı,Hyundai,Accent,2015,Sedan,Boz,127000,1.6,140,Benzin
1532,33700.0,Bakı,JAC,J7 Plus,2025,Sedan,Qara,0,1.5,181,Benzin
1533,30940.0,Bakı,Hyundai,Tucson,2020,"Offroader / SUV, 5 qapı",Göy,57900,2.0,150,Benzin
1534,42993.0,Bakı,JETOUR,T2,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,381,Plug-in Hibrid
1535,15000.0,Bakı,Mercedes,E 240,2000,Sedan,Qara,445000,2.4,170,Benzin
1536,9500.0,Bakı,Hyundai,Accent,2006,Sedan,Qara,330000,1.4,97,Benzin
1537,31900.0,Bakı,Changan,CS 55 Plus,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid
1539,30500.0,Bakı,BMW,528,2015,Sedan,Ağ,149145,2.0,245,Benzin
1541,30600.0,Bakı,Toyota,GT 86,2013,Kupe,Göy,45000,2.0,200,Benzin
1542,30000.0,Bakı,Kia,Carnival,2015,Minivan,Yaş Asfalt,54864,2.0,202,Dizel
1543,24500.0,Bakı,Hyundai,i20,2024,"Hetçbek, 5 qapı",Qara,43500,1.4,100,Benzin
1544,16800.0,Bakı,Mercedes,ML 350 4MATIC,2007,"Offroader / SUV, 5 qapı",Qara,256000,3.5,272,Benzin
1545,69700.0,Bakı,BMW,530e,2020,Sedan,Qara,48000,2.0,292,Plug-in Hibrid
1546,24700.0,Bakı,Kia,Forte,2020,Sedan,Ağ,128023,2.0,147,Benzin
1547,36500.0,Bakı,Mercedes,E 220 d 4MATIC,2017,Sedan,Ağ,305000,2.0,194,Dizel
1548,64430.0,Bakı,Toyota,RAV4,2024,"Offroader / SUV, 5 qapı",Ağ,0,2.5,222,Hibrid
1549,30000.0,Bakı,Hyundai,Santa Fe,2013,"Offroader / SUV, 5 qapı",Göy,248000,2.0,184,Dizel
1550,79050.0,Bakı,Alfa Romeo,Giulia,2022,Sedan,Qara,0,2.0,280,Benzin
1551,28800.0,Bakı,BMW,320,2016,Sedan,Ağ,113000,2.0,184,Benzin
1552,31999.0,Bakı,Toyota,Corolla,2025,Sedan,Ağ,0,1.8,98,Hibrid
1553,11500.0,Bakı,Nissan,Terrano,2003,"Offroader / SUV, 3 qapı",Yaşıl,287000,3.0,154,Dizel
1554,124168.0,Bakı,Toyota,Land Cruiser Prado,2024,"Offroader / SUV, 5 qapı",Ağ,0,2.4,281,Benzin
1555,23800.0,Bakı,Mercedes,GL 450 4MATIC,2009,"Offroader / SUV, 5 qapı",Ağ,278562,4.7,340,Benzin
1556,1350.0,Bakı,Muravey,Muravey- 2 01,2013,Motosiklet,Mavi,1000,0.0,20,Benzin
1557,34700.0,Bakı,Kia,Cadenza,2014,Sedan,Ağ,68900,3.5,290,Benzin
1558,34000.0,Bakı,BMW,328,2016,Sedan,Yaş Asfalt,172590,2.0,245,Benzin
1559,5700.0,Bakı,Mercedes,S 320,1992,Sedan,Yaş Asfalt,490000,3.2,231,Benzin
1560,79900.0,Bakı,Skoda,Superb,2025,Liftbek,Yaş Asfalt,0,2.0,190,Benzin
1561,10900.0,Bakı,Chevrolet,Cruze,2012,Sedan,Ağ,276333,1.4,140,Benzin
1562,36300.0,Bakı,BMW,528,2016,Sedan,Göy,146000,2.0,245,Benzin
1563,19000.0,Bakı,Ford,Fusion (North America),2015,Sedan,Qırmızı,30578,1.5,181,Benzin
1564,32300.0,Bakı,Hyundai,Sonata,2020,Sedan,Tünd qırmızı,38000,1.6,183,Benzin
1565,35900.0,Bakı,GAC,Empow,2024,Sedan,Ağ,0,1.5,177,Benzin
1567,24650.0,Bakı,Land Rover,RR Sport,2008,"Offroader / SUV, 5 qapı",Qara,385322,3.6,272,Dizel
1568,25500.0,Bakı,Changan,Qiyuan A05,2024,Sedan,Ağ,0,1.5,190,Plug-in Hibrid
1569,56100.0,Bakı,Kia,K5,2024,Sedan,Qara,2000,2.5,194,Benzin
1570,46500.0,Bakı,Hyundai,Tucson,2023,"Offroader / SUV, 5 qapı",Göy,45000,1.6,230,Hibrid
1571,17400.0,Bakı,Ford,Transit,2008,Furqon,Ağ,205000,2.2,125,Dizel
1572,26700.0,Bakı,Kia,Forte,2020,Sedan,Yaş Asfalt,52362,2.0,147,Benzin
1573,26500.0,Bakı,Hyundai,Sonata,2015,Sedan,Qara,170000,1.7,141,Dizel
1574,12000.0,Bakı,Audi,A4,2001,Sedan,Göy,342000,1.9,131,Dizel
1575,58650.0,Bakı,Toyota,RAV4,2020,"Offroader / SUV, 5 qapı",Ağ,59500,2.5,218,Hibrid
1576,6800.0,Bakı,Daewoo,Gentra,2014,Sedan,Ağ,249811,1.5,107,Benzin
1577,78954.8,Bakı,BMW,530e,2022,Sedan,Qara,46000,2.0,292,Plug-in Hibrid
1578,33900.0,Bakı,Hyundai,Santa Fe,2015,"Offroader / SUV, 5 qapı",Ağ,172000,2.0,184,Dizel
1579,29000.0,Bakı,Mercedes,Viano,2010,Minivan,Gümüşü,479000,2.2,150,Dizel
1580,17900.0,Bakı,LADA (VAZ),Niva,2020,"Offroader / SUV, 3 qapı",Qara,60000,1.7,83,Benzin
1581,38000.0,Bakı,Mercedes,E 220 d,2015,Sedan,Ağ,178000,2.2,170,Dizel
1583,21800.0,Ağdaş,Ford,Transit,2008,Furqon,Ağ,100000,2.4,140,Dizel
1584,15300.0,Bakı,Nissan,Note,2015,"Hetçbek, 5 qapı",Yaş Asfalt,33700,1.2,98,Benzin
1585,30000.0,Bakı,Jeep,Grand Cherokee,2014,"Offroader / SUV, 5 qapı",Qara,200000,3.0,238,Benzin
1586,8900.0,Bakı,LADA (VAZ),Niva,2012,"Offroader / SUV, 3 qapı",Ağ,170000,1.7,80,Benzin
1587,44500.0,Bakı,Toyota,RAV4,2020,"Offroader / SUV, 5 qapı",Yaş Asfalt,115000,2.0,175,Benzin
1588,12900.0,Bakı,Kia,Optima,2009,Sedan,Yaş Asfalt,465000,2.0,140,Dizel
1589,22700.0,Bakı,Hyundai,Avante,2018,Sedan,Ağ,129100,1.6,136,Dizel
1590,35530.0,Bakı,Infiniti,Q50,2019,Sedan,Göy,36000,2.0,211,Benzin
1591,6900.0,Sumqayıt,Mitsubishi,Pajero io,1999,"Offroader / SUV, 5 qapı",Ağ,327500,1.8,130,Benzin
1592,15000.0,Xaçmaz,Kia,Optima,2012,Sedan,Qara,268760,2.0,274,Benzin
1593,43520.0,Bakı,Honda,Accord,2023,Sedan,Qara,27000,2.0,212,Hibrid
1594,19900.0,Bakı,Chevrolet,Malibu,2017,Sedan,Ağ,143500,1.5,160,Benzin
1595,36000.0,Bakı,BMW,520,2016,Sedan,Göy,209000,2.0,190,Dizel
1596,3400.0,Quba,LADA (VAZ),21099,1995,Sedan,Göy,658524,1.5,78,Benzin
1597,17900.0,Bakı,Mercedes,E 320,2001,Sedan,Gümüşü,246800,3.2,224,Benzin
1598,7200.0,Bakı,GAZ,33021,1998,Yük maşını,Bej,334630,2.4,100,Benzin
1599,30430.0,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid
1600,3050.0,Balakən,GAZ,24,1977,"Pikap, tək kabin",Boz,555555,2.5,95,Benzin
1601,18400.0,Bakı,Nissan,Note,2019,"Hetçbek, 5 qapı",Ağ,28200,1.2,80,Hibrid
1602,74630.0,Bakı,Land Rover,Range Rover,2017,"Offroader / SUV, 5 qapı",Qara,79000,3.0,258,Dizel
1603,30900.0,Bakı,Kia,Carnival,2016,Minivan,Ağ,233500,2.2,202,Dizel
1604,28500.0,Bakı,BMW,320,2013,Sedan,Gümüşü,152000,2.0,184,Dizel
1605,21500.0,Bakı,Ford,Transit,2010,Furqon,Gümüşü,258000,2.2,125,Dizel
1606,13490.0,Bakı,Nissan,Tiida,2011,Sedan,Ağ,143922,1.5,109,Benzin
1607,26900.0,Bakı,Hyundai,Sonata,2018,Sedan,Yaş Asfalt,109000,2.0,245,Benzin
1609,19400.0,Bakı,Hyundai,Sonata,2010,Sedan,Ağ,225000,2.4,174,Benzin
1610,19000.0,Şəmkir,Hyundai,Elantra,2015,Sedan,Qara,238000,1.8,148,Benzin
1611,69700.0,Bakı,Land Rover,Range Rover,2016,"Offroader / SUV, 5 qapı",Ağ,198500,3.0,248,Dizel
1612,18300.0,Bakı,Mercedes,E 220 d,2008,Sedan,Qara,370000,2.2,170,Dizel
1613,8800.0,Ağdaş,LADA (VAZ),2115,2008,Sedan,Qara,79500,1.6,80,Benzin
1614,3250.0,Bakı,LADA (VAZ),2107,1998,Sedan,Qırmızı,95000,1.6,75,Benzin
1615,22900.0,Bakı,Hyundai,IONIQ,2018,Liftbek,Qara,126000,1.6,105,Hibrid
1616,53550.0,Bakı,Toyota,Avalon,2022,Sedan,Qara,56363,2.5,176,Hibrid
1617,12400.0,Bakı,Nissan,Micra,2012,"Hetçbek, 5 qapı",Ağ,162000,1.2,80,Benzin
1618,207400.0,Bakı,Lexus,LX 600,2022,"Offroader / SUV, 5 qapı",Ağ,48000,3.4,400,Benzin
1619,10800.0,Bakı,Toyota,Prius,2007,Liftbek,Gümüşü,400000,1.5,76,Hibrid
1620,62050.0,Bakı,Kia,Sorento,2024,"Offroader / SUV, 5 qapı",Qara,2715,2.5,180,Benzin
1621,65620.0,Bakı,BMW,i4,2024,Liftbek,Yaşıl,12000,0.0,340,Elektrik
1622,31500.0,Bakı,Hyundai,Santa Fe,2015,"Offroader / SUV, 5 qapı",Ağ,127000,2.4,184,Benzin
1623,30000.0,Bakı,BMW,330,2017,Sedan,Ağ,164676,2.0,252,Benzin
1624,13400.0,Ağdaş,Nissan,Note,2014,"Hetçbek, 5 qapı",Mavi,33666,1.2,98,Benzin
1625,55900.0,Bakı,Suzuki,Jimny,2024,"Offroader / SUV, 3 qapı",Yaşıl,0,1.5,101,Benzin
1626,39270.0,Bakı,Toyota,bZ3X,2025,"Offroader / SUV, 5 qapı",Qara,0,0.0,204,Elektrik
1627,21900.0,Bakı,Chevrolet,Trax,2018,"Offroader / SUV, 5 qapı",Ağ,65000,1.4,140,Benzin
1628,31900.0,Sumqayıt,Hyundai,Santa Fe,2016,"Offroader / SUV, 5 qapı",Göy,104000,2.0,240,Benzin
1629,22800.0,Bakı,Ford,Transit,2008,Minivan,Göy,250000,2.2,125,Dizel
1630,10800.0,Bakı,BMW,X5,2001,"Offroader / SUV, 5 qapı",Göy,247586,4.4,286,Benzin
1631,25700.0,Bakı,Ford,Fusion (North America),2017,Sedan,Ağ,94000,2.0,249,Benzin
1632,207400.0,Bakı,Porsche,911 Carrera,2020,Kupe,Göy,30000,3.0,385,Benzin
1633,37500.0,Bakı,Hyundai,Elantra,2021,Sedan,Yaş Asfalt,105000,1.6,128,Benzin
1634,36000.0,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,197,Hibrid
1635,5500.0,Qazax,Opel,Astra,1997,"Universal, 5 qapı",Boz,350000,1.6,101,Benzin
1636,31200.0,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid
1637,4700.0,Bakı,Tofas,Sahin,2005,Sedan,Gümüşü,89257,1.6,92,Benzin
1638,70550.0,Bakı,Lexus,LS 350,2018,Sedan,Boz,167790,3.5,315,Benzin
1639,17900.0,Sumqayıt,Nissan,X-Trail,2008,"Offroader / SUV, 5 qapı",Ağ,184651,2.5,170,Benzin
1640,11850.0,Bakı,Chevrolet,Cruze,2012,Sedan,Ağ,355000,1.8,141,Benzin
1641,50830.0,Bakı,Land Rover,RR Sport,2014,"Offroader / SUV, 5 qapı",Ağ,165762,3.0,340,Benzin
1642,10500.0,Bakı,Kia,Rio,2007,Sedan,Ağ,327440,1.4,97,Benzin
1643,10900.0,Bakı,Fiat,500L,2013,"Hetçbek, 5 qapı",Qara,260000,1.4,95,Benzin
1644,23500.0,Bakı,Chevrolet,Equinox,2018,"Offroader / SUV, 5 qapı",Qara,97000,1.5,170,Benzin
1645,36975.0,Bakı,Nissan,X-Trail,2019,"Offroader / SUV, 5 qapı",Ağ,68000,2.0,144,Benzin
1646,74200.0,Bakı,Mercedes,Axor 2533,2011,Yük maşını,Boz,660000,7.5,330,Dizel
1647,49500.0,Bakı,Hyundai,Sonata,2024,Sedan,Boz,4700,2.0,192,Hibrid
1648,33800.0,Bakı,Kia,K7,2016,Sedan,Qara,230000,2.2,202,Dizel
1649,16000.0,Bakı,Kia,Carens,2006,Minivan,Qara,247000,2.0,140,Dizel
1650,6500.0,Bakı,GAZ,33021,1998,Yük maşını,Boz,98000,2.4,100,Benzin
1651,9500.0,Xudat,Renault,Megane,2007,"Universal, 5 qapı",Ağ,326625,1.9,115,Dizel
1652,40500.0,Bakı,BMW,528,2015,Sedan,Yaş Asfalt,165000,2.0,245,Benzin
1653,348500.0,Bakı,Land Rover,Range Rover,2024,"Offroader / SUV, 5 qapı",Qara,13500,3.0,400,Benzin
1654,36465.0,Bakı,BMW,328,2015,Sedan,Yaş Asfalt,153000,2.0,245,Benzin
1655,7500.0,Bakı,Volkswagen,Passat,2005,Sedan,Göy,320000,2.0,170,Benzin
1656,28700.0,Bakı,Toyota,Corolla,2020,Sedan,Göy,107000,1.6,124,Benzin
1657,19400.0,Bakı,Hyundai,Avante,2016,Sedan,Ağ,120800,1.6,132,Benzin
1658,1400.0,Neftçala,LADA (VAZ),21011,1983,Sedan,Ağ,56969,1.3,65,Benzin
1659,29000.0,Gədəbəy,Lexus,GX 470,2006,"Offroader / SUV, 5 qapı",Qara,208000,4.7,273,Benzin
1660,181730.0,Bakı,Land Rover,Defender,2024,"Offroader / SUV, 5 qapı",Qara,0,3.0,300,Dizel
1661,35800.0,Bakı,Mercedes,Atego 818,2012,Yük maşını,Ağ,689000,4.3,180,Dizel
1662,23400.0,Bakı,BYD,Seal 05,2025,Sedan,Yaş Asfalt,0,1.5,190,Plug-in Hibrid
1664,31900.0,Bakı,Honda,e:NP1,2023,"Offroader / SUV, 5 qapı",Ağ,21000,0.0,204,Elektrik
1665,31500.0,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid
1668,78710.0,Bakı,BMW,530e,2021,Sedan,Göy,47995,2.0,292,Plug-in Hibrid
1669,111350.0,Bakı,Land Rover,Range Rover,2019,"Offroader / SUV, 5 qapı",Ağ,124000,3.0,248,Dizel
1670,28500.0,Bakı,Toyota,Corolla,2019,Sedan,Qara,102000,1.6,124,Benzin
1671,28000.0,Bakı,BMW,528,2016,Sedan,Ağ,149000,2.0,245,Benzin
1672,30000.0,Bakı,Nissan,Altima,2019,Sedan,Qara,78000,2.5,182,Benzin
1673,25200.0,Bakı,Mitsubishi,Pajero,2010,"Offroader / SUV, 3 qapı",Ağ,243000,3.5,202,Benzin
1674,39900.0,Bakı,GAC,GS3 Emzoom,2024,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,175,Benzin
1675,25500.0,Bakı,Changan,Qiyuan A05,2025,Sedan,Ağ,0,1.5,215,Plug-in Hibrid
1676,22100.0,Bakı,BYD,Seal 05,2025,Sedan,Yaş Asfalt,0,1.5,290,Plug-in Hibrid
1677,9800.0,Gəncə,Opel,Astra,2006,"Hetçbek, 5 qapı",Gümüşü,280000,1.4,90,Benzin
1678,21500.0,Bakı,BMW,X5,2006,"Offroader / SUV, 5 qapı",Qara,235300,4.8,360,Benzin
1679,32130.0,Bakı,Lexus,GS 350,2012,Sedan,Yaş Asfalt,210000,3.5,317,Benzin
1680,30400.0,Bakı,Hyundai,Santa Fe,2017,"Offroader / SUV, 5 qapı",Yaş Asfalt,188293,2.0,240,Benzin
1681,13300.0,Bakı,Nissan,X-Trail,2005,"Offroader / SUV, 5 qapı",Qara,230000,2.0,150,Benzin
1682,22800.0,Bakı,Kia,Optima,2012,Sedan,Ağ,186790,2.0,165,Benzin
1683,10000.0,Bakı,Honda,Civic,2008,Sedan,Qara,324094,1.3,95,Hibrid
1684,61000.0,Bakı,Toyota,RAV4,2023,"Offroader / SUV, 5 qapı",Yaş Asfalt,28000,2.5,218,Hibrid
1685,15200.0,Bakı,Nissan,Note,2016,"Hetçbek, 5 qapı",Qəhvəyi,30000,1.2,98,Benzin
1686,34700.0,Şəki,Toyota,Land Cruiser Prado,2010,"Offroader / SUV, 5 qapı",Qara,165200,2.7,163,Benzin
1687,9800.0,Bakı,Hyundai,Getz,2006,"Hetçbek, 5 qapı",Gümüşü,280000,1.6,106,Benzin
1689,36900.0,Bakı,Toyota,Land Cruiser Prado,2010,"Offroader / SUV, 5 qapı",Ağ,187000,2.7,163,Benzin
1690,45000.0,Sumqayıt,Toyota,Land Cruiser Prado,2012,"Offroader / SUV, 5 qapı",Ağ,160000,2.7,163,Benzin
1691,32750.0,Bakı,Mercedes,Sprinter 315,2007,Mikroavtobus,Ağ,322000,2.2,150,Dizel
1692,154700.0,Bakı,BMW,X7,2019,"Offroader / SUV, 5 qapı",Göy,29000,3.0,340,Benzin
1693,17900.0,Bakı,Hyundai,Elantra,2013,Sedan,Göy,169000,1.8,150,Benzin
1694,11900.0,Şəki,Mitsubishi,Outlander,2004,"Offroader / SUV, 5 qapı",Ağ,194000,2.4,160,Benzin
1695,65450.0,Bakı,Mercedes,GLC 300 4MATIC,2017,"Offroader / SUV, 5 qapı",Qara,84879,2.0,245,Benzin
1696,44200.0,Xaçmaz,BMW,530,2017,Sedan,Qara,174000,2.0,249,Benzin
1697,14800.0,Bakı,Hyundai,Accent,2012,Sedan,Gümüşü,212000,1.6,128,Dizel
1698,18500.0,Bakı,Toyota,Prius,2012,Liftbek,Qırmızı,325087,1.8,98,Hibrid
1699,90100.0,Bakı,Land Rover,RR Sport,2021,"Offroader / SUV, 5 qapı",Ağ,75000,3.0,292,Dizel
1700,141100.0,Bakı,Land Rover,Range Rover,2021,"Offroader / SUV, 5 qapı",Qara,75000,3.0,360,Benzin
1701,17800.0,Bakı,Mitsubishi,Pajero,2007,"Offroader / SUV, 5 qapı",Qara,235000,3.0,178,Benzin
1702,44200.0,Bakı,BMW,428,2015,Kabriolet,Ağ,125000,2.0,245,Benzin
1704,30300.0,Bakı,Kia,Sorento,2014,"Offroader / SUV, 5 qapı",Yaş Asfalt,134500,2.0,184,Dizel
1705,25900.0,Bakı,Honda,Insight,2022,Sedan,Boz,50000,1.5,109,Hibrid
1706,2800.0,Bakı,Daewoo,Damas,1998,Furqon,Ağ,450000,0.8,38,Benzin
1707,39500.0,Bakı,Toyota,Highlander,2013,"Offroader / SUV, 5 qapı",Qara,213000,3.5,270,Benzin
